dataset,10.0,20.0,50.0,100.0,200.0
7z,21.0,31.0,72.0,70.0,88.0
A2C_Acrobot,0.0,0.0,2.0,4.0,66.0
A2C_CartPole,5.0,7.0,18.0,19.0,85.0
Apache_AllMeasurements,0.0,5.0,22.0,34.0,57.0
BDBC,4.0,56.0,56.0,59.0,100.0
BankChurners,11.0,12.0,28.0,57.0,91.0
Car_price_cleaned,0.0,0.0,1.0,10.0,61.0
Data_COVID19_Indonesia,1.0,26.0,61.0,89.0,100.0
FFM-1000-200-0,0.0,0.0,12.0,43.0,92.0
FFM-125-25-0,2.0,3.0,22.0,73.0,91.0
FFM-250-50-0,0.0,1.0,13.0,45.0,91.0
FFM-500-100-0,0.0,4.0,14.0,42.0,94.0
FM-500-100-0,1.0,1.0,18.0,18.0,95.0
FM-500-100-1,0.0,1.0,10.0,36.0,99.0
HSMGP_num,2.0,8.0,62.0,93.0,96.0
HSQLDB,0.0,11.0,65.0,100.0,98.0
Health-ClosedIssues0000,7.0,73.0,79.0,79.0,85.0
Health-ClosedIssues0001,0.0,60.0,35.0,29.0,73.0
Health-ClosedIssues0002,58.0,73.0,65.0,98.0,98.0
Health-ClosedIssues0003,0.0,0.0,11.0,37.0,98.0
Health-ClosedIssues0004,9.0,6.0,22.0,57.0,82.0
Health-ClosedIssues0005,1.0,44.0,70.0,82.0,90.0
Health-ClosedIssues0006,0.0,14.0,20.0,47.0,96.0
Health-ClosedIssues0007,6.0,7.0,5.0,73.0,90.0
Health-ClosedIssues0008,0.0,0.0,33.0,53.0,84.0
Health-ClosedIssues0009,5.0,1.0,64.0,65.0,98.0
Health-ClosedIssues0010,0.0,49.0,86.0,0.0,0.0
Health-ClosedIssues0011,17.0,83.0,84.0,91.0,96.0
Health-ClosedPRs0000,0.0,100.0,100.0,100.0,100.0
Health-ClosedPRs0002,58.0,54.0,94.0,91.0,91.0
Health-ClosedPRs0003,29.0,100.0,100.0,71.0,71.0
Health-ClosedPRs0004,18.0,54.0,83.0,77.0,75.0
Health-ClosedPRs0005,14.0,86.0,74.0,76.0,76.0
Health-ClosedPRs0006,6.0,5.0,16.0,22.0,91.0
Health-ClosedPRs0007,29.0,51.0,64.0,65.0,79.0
Health-ClosedPRs0008,80.0,66.0,2.0,14.0,26.0
Health-ClosedPRs0009,1.0,6.0,55.0,54.0,95.0
Health-ClosedPRs0010,0.0,1.0,32.0,80.0,93.0
Health-ClosedPRs0011,18.0,100.0,92.0,88.0,34.0
Health-Commits0000,3.0,31.0,53.0,77.0,99.0
Health-Commits0001,11.0,35.0,92.0,98.0,95.0
Health-Commits0002,1.0,2.0,40.0,2.0,59.0
Health-Commits0003,2.0,3.0,12.0,21.0,97.0
Health-Commits0004,0.0,0.0,25.0,62.0,99.0
Health-Commits0005,44.0,11.0,36.0,31.0,38.0
Health-Commits0006,0.0,66.0,61.0,73.0,93.0
Health-Commits0007,24.0,24.0,22.0,47.0,56.0
Health-Commits0008,1.0,2.0,2.0,25.0,99.0
Health-Commits0009,6.0,5.0,36.0,58.0,91.0
Health-Commits0010,8.0,37.0,20.0,40.0,80.0
Health-Commits0011,60.0,84.0,84.0,82.0,93.0
LLVM,0.0,1.0,20.0,70.0,98.0
Life_Expectancy_Data,2.0,6.0,36.0,64.0,73.0
Loan,0.0,2.0,15.0,48.0,93.0
Marketing_Analytics,4.0,7.0,33.0,56.0,74.0
Medical_Data_and_Hospital_Readmissions,86.0,23.0,3.0,11.0,11.0
PostgreSQL,38.0,17.0,60.0,78.0,74.0
SQL_AllMeasurements,1.0,14.0,27.0,38.0,62.0
SS-A,0.0,0.0,1.0,17.0,100.0
SS-B,0.0,0.0,2.0,23.0,61.0
SS-C,0.0,3.0,12.0,30.0,100.0
SS-D,0.0,0.0,0.0,35.0,58.0
SS-E,0.0,2.0,4.0,49.0,100.0
SS-F,0.0,0.0,9.0,46.0,58.0
SS-G,0.0,0.0,6.0,9.0,58.0
SS-H,0.0,0.0,0.0,46.0,77.0
SS-I,0.0,15.0,24.0,27.0,88.0
SS-J,0.0,9.0,12.0,53.0,85.0
SS-K,14.0,12.0,17.0,52.0,84.0
SS-L,0.0,18.0,33.0,55.0,94.0
SS-M,0.0,41.0,67.0,99.0,100.0
SS-N,2.0,6.0,11.0,37.0,96.0
SS-O,1.0,4.0,25.0,58.0,96.0
SS-P,0.0,3.0,38.0,72.0,100.0
SS-Q,1.0,1.0,15.0,84.0,100.0
SS-R,0.0,5.0,26.0,72.0,98.0
SS-S,35.0,19.0,36.0,31.0,85.0
SS-T,6.0,15.0,23.0,52.0,85.0
SS-U,0.0,0.0,34.0,51.0,100.0
SS-V,0.0,2.0,5.0,46.0,100.0
SS-W,0.0,0.0,15.0,50.0,92.0
SS-X,0.0,1.0,48.0,94.0,93.0
Scrum100k,1.0,3.0,10.0,38.0,87.0
Scrum10k,0.0,4.0,8.0,38.0,90.0
Scrum1k,1.0,3.0,15.0,45.0,94.0
WA_Fn-UseC_-HR-Employee-Attrition,0.0,5.0,24.0,62.0,88.0
WA_Fn-UseC_-Telco-Customer-Churn,0.0,6.0,30.0,64.0,98.0
Wine_quality,0.0,0.0,6.0,22.0,93.0
X264_AllMeasurements,0.0,10.0,35.0,67.0,100.0
accessories,0.0,2.0,27.0,56.0,62.0
all_players,0.0,7.0,20.0,46.0,78.0
auto93,2.0,0.0,3.0,6.0,100.0
billing10k,0.0,0.0,15.0,30.0,99.0
coc1000,18.0,25.0,49.0,27.0,27.0
dataset120,22.0,58.0,27.0,27.0,18.0
dataset600,63.0,19.0,21.0,16.0,40.0
dconvert,7.0,3.0,24.0,51.0,92.0
deeparch,0.0,0.0,15.0,43.0,100.0
dress-up,62.0,1.0,32.0,4.0,29.0
exastencils,0.0,2.0,21.0,60.0,99.0
home_data_for_ml_course,0.0,1.0,5.0,9.0,99.0
javagc,6.0,12.0,27.0,72.0,83.0
nasa93dem,0.0,1.0,2.0,27.0,27.0
player_statistics_cleaned_final,0.0,1.0,11.0,23.0,23.0
pom3a,20.0,18.0,19.0,34.0,55.0
pom3b,1.0,17.0,37.0,50.0,49.0
pom3c,0.0,2.0,19.0,44.0,75.0
pom3d,1.0,14.0,23.0,42.0,72.0
redis,0.0,2.0,26.0,51.0,56.0
rs-6d-c3_obj1,8.0,9.0,33.0,86.0,96.0
rs-6d-c3_obj2,6.0,16.0,40.0,49.0,96.0
socks,0.0,0.0,0.0,24.0,100.0
sol-6d-c2-obj1,11.0,16.0,30.0,34.0,93.0
storm,2.0,3.0,12.0,41.0,99.0
student_dropout,3.0,46.0,82.0,100.0,100.0
wallpaper,0.0,3.0,16.0,21.0,74.0
wc+rs-3d-c4-obj1,0.0,1.0,7.0,47.0,58.0
wc+sol-3d-c4-obj1,0.0,0.0,6.0,9.0,58.0
wc+wc-3d-c4-obj1,0.0,0.0,6.0,25.0,58.0
wc-6d-c1-obj1,5.0,1.0,8.0,31.0,96.0
x264,1.0,0.0,10.0,19.0,99.0
xomo_flight,2.0,10.0,45.0,46.0,76.0
xomo_ground,5.0,10.0,41.0,53.0,82.0
xomo_osp,0.0,8.0,26.0,50.0,87.0
xomo_osp2,0.0,5.0,26.0,53.0,70.0
